iter	RMSE
296	7.575046134
297	7.552138691
298	7.513844014
299	7.489566912
300	7.461884924
301	7.441117562
302	7.414925775
303	7.385478836
304	7.357926991
305	7.327352845
306	7.296098351
307	7.27944996
308	7.25700152
309	7.23691952
310	7.212485281
311	7.193759383
312	7.169394594
313	7.150640205
314	7.131319725
315	7.105017509
316	7.096431875
317	7.072763362
318	7.053478253
319	7.035588323
320	7.02377495
321	6.991411326
322	6.974867549
323	6.946675121
324	6.930485068
325	6.909769064
326	6.89208592
327	6.875671008
328	6.855608221
329	6.841041802
330	6.81768881
331	6.789745252
332	6.770723252
333	6.749893291
334	6.730123402
335	6.706323724
336	6.687018635
337	6.666313631
338	6.635241173
339	6.625164123
340	6.608234472
341	6.587587039
342	6.567567678
343	6.538884568
344	6.533610737
345	6.510963334
346	6.496003886
347	6.488990514
348	6.471764386
349	6.457880893
350	6.44009232
351	6.427090433
352	6.397814316
353	6.377798141
354	6.355733507
355	6.340827284
356	6.318649134
357	6.304442359
358	6.289991339
359	6.256602671
360	6.237960033
361	6.21682197
362	6.189004663
363	6.159893868
364	6.144728145
365	6.128299197
366	6.111483952
367	6.092385057
368	6.071497243
369	6.0556055
370	6.023574102
371	6.005573524
372	5.987265563
373	5.96729657
374	5.953143038
375	5.940195628
376	5.922123195
377	5.912698005
378	5.895906043
379	5.872867968
380	5.858252251
381	5.833623015
382	5.817133486
383	5.799984463
384	5.789371883
385	5.768673727
386	5.743855697
387	5.721108819
388	5.697633529
389	5.675937293
390	5.650764099
391	5.634401983
392	5.619166139
393	5.598945473
394	5.580306313
395	5.564138343
396	5.554830669
397	5.542186557
398	5.529858728
399	5.511063824
400	5.496300261
401	5.478351804
402	5.466624086
403	5.445211998
404	5.422995083
405	5.409874063
406	5.392021495
407	5.369621918
408	5.35774267
409	5.345631734
410	5.33959415
411	5.318999583
412	5.303253499
413	5.287552723
414	5.276137632
415	5.257816555
416	5.2488956
417	5.246047019
418	5.22530016
419	5.203608402
420	5.197117914
421	5.183223173
422	5.165952282
423	5.151062577
424	5.137661406
425	5.122989802
426	5.100682098
427	5.084373629
428	5.070067738
429	5.054289937
430	5.038938955
431	5.024452711
432	5.001280637
433	4.98978754
434	4.968792392
435	4.958868405
436	4.941067471
437	4.924538588
438	4.916263649
439	4.901704951
440	4.880991971
441	4.86722744
442	4.851746824
443	4.83497151
444	4.822288956
445	4.803434706
446	4.787239604
447	4.769251759
448	4.753897884
449	4.732112891
450	4.718478008
451	4.709531945
452	4.695415317
453	4.683374927
454	4.669023579
455	4.652343757
456	4.636641914
457	4.620357166
458	4.608259382
459	4.596792735
460	4.588982905
461	4.57434714
462	4.555986839
463	4.543245764
464	4.531426617
465	4.52430246
466	4.520357058
467	4.513856428
468	4.49868355
469	4.489519706
470	4.477088481
471	4.463751017
472	4.454700761
473	4.447498984
474	4.441388484
475	4.430778415
476	4.419586443
477	4.40190369
478	4.383436462
479	4.371631774
480	4.35465373
481	4.341247953
482	4.330043941
483	4.317013334
484	4.301506652
485	4.291446951
486	4.27747554
487	4.269377042
488	4.252372762
489	4.234542289
490	4.228432619
491	4.21429992
492	4.197118678
493	4.18547818
494	4.170490735
495	4.159207413
496	4.144866762
497	4.125822671
498	4.106500108
499	4.098102448
